bank_id,bank_name,region,initial_equity,final_equity,equity_loss,status
3160978,INTEGRITY BANK & TRUST,US,35481000.0,15356377.716955781,20124622.28304422,Distressed
768953,"BANK OF TIOGA, THE",US,2810000.0,-17311257.043150038,20121257.043150038,Default
715050,STAR BANK,US,43089000.0,22969937.678520054,20119062.321479946,Distressed
203043,"MIDWEST HERITAGE BANK, FSB",US,66232000.0,46127276.52676478,20104723.47323522,Distressed
3385744,NOBLEBANK & TRUST,US,32850000.0,12753079.98159185,20096920.01840815,Distressed
3125557,OREGON COAST BANK,US,36159000.0,16073687.620647043,20085312.379352957,Distressed
310754,LUMINATE BANK,US,43972000.0,23890394.26168993,20081605.73831007,Distressed
2860271,CROWN BANK,US,32105000.0,12027247.21751079,20077752.78248921,Distressed
862141,TRUBANK,US,45370000.0,25305903.263458103,20064096.736541897,Distressed
969255,GUARANTY BANK & TRUST COMPANY OF DELHI,US,37291000.0,17237437.927474618,20053562.072525382,Distressed
612159,SOLUTIONS NORTH BANK,US,57088000.0,37047655.02908796,20040344.97091204,Distressed
955959,SECURITY STATE BANK,US,36264000.0,16254478.675654799,20009521.3243452,Distressed
829050,"BANK, NATIONAL ASSOCIATION, THE",US,41772000.0,21766380.403068304,20005619.596931696,Distressed
646172,FIRST PIEDMONT FEDERAL SAVINGS AND LOAN ASSOCIATION,US,164645000.0,144647574.0306368,19997425.969363213,Distressed
1003455,ASTRA BANK,US,17280000.0,-2695429.981069505,19975429.981069505,Default
109659,LOUISIANA NATIONAL BANK,US,43638000.0,23665154.91334197,19972845.08665803,Distressed
820301,JEWETT CITY SAVINGS BANK,US,67179000.0,47214202.22613236,19964797.773867637,Distressed
678744,CENTRAL STATE BANK,US,42044000.0,22083445.354694605,19960554.645305395,Distressed
352772,BANNER BANK,US,1923344000.0,1903394500.9852962,19949499.01470375,Safe
425845,SECURITY STATE BANK,US,49101000.0,29170634.970556766,19930365.029443234,Distressed
776547,"MEADE COUNTY BANK, INC.",US,33565000.0,13682674.989335805,19882325.010664195,Distressed
22543,STATE SAVINGS BANK,US,36120000.0,16243771.438419431,19876228.56158057,Distressed
3368635,PARADISE BANK,US,31883000.0,12009258.789645493,19873741.210354507,Distressed
3223305,1ST STATE BANK,US,54455000.0,34587208.92395115,19867791.07604885,Distressed
660570,PRESENCE BANK,US,45200000.0,25332257.695543855,19867742.304456145,Distressed
523161,CITIZENS STATE BANK,US,43372000.0,23531472.244253248,19840527.755746752,Distressed
133971,LISLE SAVINGS BANK,US,132034000.0,112241317.17666158,19792682.82333842,Distressed
11145,LAKE-OSCEOLA STATE BANK,US,47546000.0,27754731.552848995,19791268.447151005,Distressed
32971,SECURITY FEDERAL SAVINGS BANK,US,39198000.0,19428825.084328085,19769174.915671915,Distressed
175056,BANK OF WESTERN OKLAHOMA,US,37452000.0,17686531.725370914,19765468.274629086,Distressed
851631,BETTER BANKS,US,33336000.0,13576238.001713216,19759761.998286784,Distressed
1002878,NORTHWEST BANK,US,1894417000.0,1874658651.0003796,19758348.999620438,Safe
197142,SPRINGFIELD STATE BANK,US,54059000.0,34303383.587090045,19755616.412909955,Distressed
121914,COMMUNITY STATE BANK OF ORBISONIA,US,43120000.0,23395256.00524959,19724743.99475041,Distressed
831642,FIRST CITIZENS STATE BANK,US,86967000.0,67244109.32577106,19722890.674228936,Distressed
863607,NATIONAL GRAND BANK OF MARBLEHEAD,US,40245000.0,20522206.868956357,19722793.131043643,Distressed
356239,CITIZENS STATE BANK,US,43933000.0,24242396.120117933,19690603.879882067,Distressed
247551,HIGH PLAINS BANK,US,42169000.0,22482541.70549482,19686458.29450518,Distressed
1190476,ENTERPRISE BANK & TRUST,US,1960861000.0,1941205675.776863,19655324.2231369,Safe
412845,FIRST NATIONAL BANK IN OLNEY,US,47510000.0,27874117.847092688,19635882.152907312,Distressed
957757,COMMUNITY BANK AND TRUST,US,35246000.0,15626456.3306368,19619543.6693632,Distressed
875132,GRAND RIDGE NATIONAL BANK,US,55285000.0,35678332.031101435,19606667.968898565,Distressed
5412457,LEXICON BANK,US,38854000.0,19256598.633708566,19597401.366291434,Distressed
300933,PLANTERS FIRST BANK,US,41904000.0,22355467.76956302,19548532.23043698,Distressed
298245,"CITY NATIONAL BANK OF METROPOLIS, THE",US,45307000.0,25764417.903868645,19542582.096131355,Distressed
425818,UNITED CUMBERLAND BANK,US,48402000.0,28901897.961083382,19500102.038916618,Distressed
552974,"SHELBY SAVINGS BANK, SSB",US,49324000.0,29830725.98405707,19493274.01594293,Distressed
34537,SEACOAST NATIONAL BANK,US,2371585000.0,2352095266.2799015,19489733.720098495,Safe
800853,CENTINEL BANK OF TAOS,US,30854000.0,11376869.381230563,19477130.618769437,Distressed
528102,NORTH BROOKFIELD SAVINGS BANK,US,38894000.0,19421844.083682805,19472155.916317195,Distressed
173641,"FIRST NATIONAL BANK OF RUSSELL SPRINGS, THE",US,39261000.0,19793818.786135018,19467181.213864982,Distressed
1003839,M C BANK & TRUST COMPANY,US,79845000.0,60387621.87626153,19457378.123738468,Distressed
144913,"NEFFS NATIONAL BANK, THE",US,70125000.0,50694592.56700754,19430407.43299246,Distressed
204826,FIRST NATIONAL BANK IN NEW BREMEN,US,45232000.0,25807396.386535138,19424603.613464862,Distressed
625065,CITIZENS STATE BANK,US,49829000.0,30410736.693582118,19418263.306417882,Distressed
469737,"COMMERCIAL BANK, THE",US,36905000.0,17488785.10047421,19416214.89952579,Distressed
435059,ENNIS STATE BANK,US,30710000.0,11298711.031333834,19411288.968666166,Distressed
3463875,AUSTIN COUNTY STATE BANK,US,45251000.0,25847221.856604844,19403778.143395156,Distressed
64552,CHICKASAW COMMUNITY BANK,US,50375000.0,30994437.13471535,19380562.86528465,Distressed
751254,PROGROWTH BANK,US,19978000.0,598900.2824954093,19379099.71750459,Distressed
646145,"CASEY COUNTY BANK, INC., THE",US,33887000.0,14522775.61825949,19364224.38174051,Distressed
436159,FIRSTBANK,US,2003619000.0,1984264568.5456133,19354431.45438671,Safe
188056,NORTHERN STATE BANK OF THIEF RIVER FALLS,US,49870000.0,30524698.996215075,19345301.003784925,Distressed
702117,"NBT BANK, NATIONAL ASSOCIATION",US,1814351000.0,1795008738.6347914,19342261.365208626,Safe
302553,BANK OF THE PLAINS,US,42503000.0,23168379.97500962,19334620.02499038,Distressed
947525,MARION CENTER BANK,US,24485000.0,5151648.036419034,19333351.963580966,Distressed
3594087,HOMETOWN BANK OF PENNSYLVANIA,US,33820000.0,14495231.836728722,19324768.16327128,Distressed
630658,"FIRST NATIONAL BANK OF LIVINGSTON, THE",US,62405000.0,43084133.56414232,19320866.435857683,Distressed
125154,"FSNB, NATIONAL ASSOCIATION",US,77511000.0,58194230.37792647,19316769.62207353,Distressed
197759,FIRST NATIONAL BANK MINNESOTA,US,40945000.0,21642081.51024449,19302918.48975551,Distressed
3446784,COMMUNITY BANK DELAWARE,US,32825000.0,13546564.849764347,19278435.150235653,Distressed
579364,TEXAS CHAMPION BANK,US,46855000.0,27586758.112632215,19268241.887367785,Distressed
736550,"UNION STATE BANK OF EVEREST, THE",US,40492000.0,21272676.020079315,19219323.979920685,Distressed
882242,ROLLING HILLS BANK & TRUST,US,60736000.0,41519358.45767611,19216641.542323887,Distressed
944739,"BANK OF LAFAYETTE, THE",US,17640000.0,-1556401.3313662112,19196401.33136621,Default
300063,"NEW OMNI BANK, NATIONAL ASSOCIATION",US,132554000.0,113386666.53786457,19167333.462135434,Distressed
785857,JAMES POLK STONE COMMUNITY BANK,US,31239000.0,12084444.695143878,19154555.30485612,Distressed
416656,"WELCH STATE BANK OF WELCH, OKLA.",US,39648000.0,20501053.063600212,19146946.936399788,Distressed
888271,"HANCOCK COUNTY SAVINGS BANK, F.S.B.",US,89249000.0,70103272.35341698,19145727.64658302,Distressed
42372,FIRST FEDERAL SAVINGS BANK OF LINCOLNTON,US,79900000.0,60758759.339942515,19141240.660057485,Distressed
1015270,HOME BANK SB,US,35811000.0,16697607.919356555,19113392.080643445,Distressed
2614344,PEOPLES BANK OF EAST TENNESSEE,US,41823000.0,22719557.32426107,19103442.67573893,Distressed
815147,HONOR BANK,US,40496000.0,21401823.92686817,19094176.07313183,Distressed
14155,F & C BANK,US,47144000.0,28066601.35474634,19077398.64525366,Distressed
32234,FIRST NATIONAL BANK AND TRUST COMPANY,US,14962000.0,-4102961.8891230226,19064961.889123023,Default
755458,FORESIGHT BANK,US,38157000.0,19093988.974583745,19063011.025416255,Distressed
5660146,ENTREBANK,US,41653000.0,22590671.7768811,19062328.2231189,Distressed
279,"BROADSTREET BANK, SSB",US,47476000.0,28416061.584921896,19059938.415078104,Distressed
647245,HARDIN COUNTY SAVINGS BANK,US,18692000.0,-361500.5648458004,19053500.5648458,Default
469559,JONES BANK,US,32577000.0,13526425.730714321,19050574.26928568,Distressed
442244,NORTHEAST SECURITY BANK,US,49621000.0,30575010.26042527,19045989.73957473,Distressed
285928,PEOPLES BANK THE,US,46764000.0,27727130.54825437,19036869.45174563,Distressed
653134,FARMERS-MERCHANTS BANK & TRUST COMPANY,US,59223000.0,40186715.80736637,19036284.19263363,Distressed
752831,BANK OF MADISON,US,42931000.0,23900568.398486704,19030431.601513296,Distressed
667029,"UNION BANK, INC.",US,37295000.0,18275298.148873836,19019701.851126164,Distressed
652043,FREEDOMBANK,US,45982000.0,26963029.722763926,19018970.277236074,Distressed
1669,"LIBERTY NATIONAL BANK IN PARIS, THE",US,54196000.0,35205756.190846026,18990243.809153974,Distressed
3410141,"BANK OF LEXINGTON, INC.",US,41716000.0,22736778.570789248,18979221.429210752,Distressed
330949,"MORGANTOWN BANK & TRUST COMPANY, INCORPORATED",US,31329000.0,12355875.019872874,18973124.980127126,Distressed
335346,PARTNERS BANK,US,52856000.0,33891019.87584862,18964980.12415138,Distressed
144856,FIRST STATE BANK AND TRUST,US,38062000.0,19146425.499222398,18915574.500777602,Distressed
662949,IOWA STATE BANK,US,66947000.0,48058981.44908041,18888018.550919592,Distressed
273550,"CITIZENS STATE BANK, THE",US,54527000.0,35673706.82306075,18853293.17693925,Distressed
956956,FARMERS STATE BANK OF CALHAN,US,24753000.0,5899999.452616811,18853000.54738319,Distressed
3593307,GOLD COAST BANK,US,65598000.0,46762459.682792336,18835540.317207664,Distressed
60648,FIRST NATIONAL BANK,US,30690000.0,11865530.834328234,18824469.165671766,Distressed
3546862,PACIFIC ALLIANCE BANK,US,56656000.0,37844455.30638552,18811544.693614483,Distressed
2010722,VILLAGE BANK,US,28182000.0,9374649.663355082,18807350.336644918,Distressed
436542,WAUKON STATE BANK,US,44676000.0,25884305.34460187,18791694.65539813,Distressed
439132,GLENNVILLE BANK,US,41756000.0,22982302.06229675,18773697.93770325,Distressed
553944,"LINCOLN NATIONAL BANK OF HODGENVILLE, THE",US,61715000.0,42987293.67418364,18727706.325816363,Distressed
2954497,WILLAMETTE VALLEY BANK,US,75074000.0,56357559.91209024,18716440.087909758,Distressed
944355,FIRST NATIONAL BANK,US,68425000.0,49713973.558876514,18711026.441123486,Distressed
572459,"CITIZENS STATE BANK, THE",US,33314000.0,14610386.840962201,18703613.1590378,Distressed
251558,FIRST NATIONAL BANK & TRUST,US,33904000.0,15208092.752603918,18695907.24739608,Distressed
294751,"CITY NATIONAL BANK AND TRUST COMPANY OF LAWTON, OKLAHOMA, THE",US,59752000.0,41063701.12106031,18688298.87893969,Distressed
3120646,PATRIOT BANK,US,41460000.0,22775163.904139817,18684836.095860183,Distressed
796152,FIRST STATE BANK,US,39733000.0,21071623.040213585,18661376.959786415,Distressed
869551,"DENISON STATE BANK, THE",US,71607000.0,52949914.94036853,18657085.059631467,Distressed
860352,DAKOTA HERITAGE BANK,US,34960000.0,16320960.429656118,18639039.57034388,Distressed
3721605,SPRING BANK,US,46832000.0,28214712.559986502,18617287.440013498,Distressed
924937,ALLIANCE COMMUNITY BANK,US,33989000.0,15372883.078210562,18616116.921789438,Distressed
783910,NORTH VALLEY BANK,US,44313000.0,25696931.84980324,18616068.15019676,Distressed
63050,"DOLORES STATE BANK, THE",US,62686000.0,44075150.410218805,18610849.589781195,Distressed
456755,EXCHANGE BANK AND TRUST COMPANY,US,33737000.0,15148341.484883279,18588658.51511672,Distressed
2913702,BANK OF FRANKLIN COUNTY,US,36059000.0,17472194.805404693,18586805.194595307,Distressed
211338,COFFEE COUNTY BANK,US,35927000.0,17356191.887800127,18570808.112199873,Distressed
172457,"CITIZENS BANK OF EDMOND, THE",US,30880000.0,12309582.060541421,18570417.93945858,Distressed
2948423,"BANK OF CLOVIS, THE",US,42172000.0,23614311.446228117,18557688.553771883,Distressed
248633,FIRST JACKSON BANK,US,58193000.0,39663452.65519822,18529547.344801784,Distressed
2505460,"BANK, THE",US,55213000.0,36695499.23858744,18517500.76141256,Distressed
1404481,BANK OF THE LOWCOUNTRY,US,27094000.0,8576889.411328793,18517110.588671207,Distressed
414102,ALDEN STATE BANK,US,67210000.0,48704058.106050014,18505941.893949986,Distressed
860334,BANK OF ZACHARY,US,38097000.0,19605445.725887388,18491554.274112612,Distressed
623052,"LAMESA NATIONAL BANK, THE",US,48717000.0,30229298.681708187,18487701.318291813,Distressed
1014657,NEW ERA BANK,US,61210000.0,42746196.762116134,18463803.237883866,Distressed
686459,EXCHANGE BANK OF MISSOURI,US,38048000.0,19602583.652552336,18445416.347447664,Distressed
3445901,RIVER CITY BANK,US,34591000.0,16148753.806075841,18442246.19392416,Distressed
390372,ARUNDEL FEDERAL SAVINGS BANK,US,64669000.0,46230509.218711376,18438490.781288624,Distressed
696168,BALBOA THRIFT AND LOAN ASSOCIATION,US,46103000.0,27684164.170556992,18418835.829443008,Distressed
205346,FARMERS SAVINGS BANK,US,44445000.0,26031431.502565295,18413568.497434705,Distressed
932745,FIRST COMMUNITY BANK,US,40475000.0,22076892.097441345,18398107.902558655,Distressed
3650808,LIVE OAK BANKING COMPANY,US,1083479000.0,1065081656.8846836,18397343.11531639,Safe
3199811,HERITAGE BANK OF THE OZARKS,US,34588000.0,16207888.815136254,18380111.184863746,Distressed
529659,CATTLE BANK & TRUST,US,46500000.0,28133496.08949092,18366503.91050908,Distressed
191355,FRONTIER BANK,US,41880000.0,23518665.87831384,18361334.12168616,Distressed
3720,"BANK OF CLARENDON, THE",US,48791000.0,30465269.140962273,18325730.859037727,Distressed
5620869,GENESIS BANK,US,43081000.0,24760097.528636515,18320902.471363485,Distressed
364131,GREAT OAKS BANK,US,33514000.0,15206753.574583858,18307246.42541614,Distressed
773443,"CLINTON NATIONAL BANK, THE",US,41886000.0,23603724.63003044,18282275.36996956,Distressed
455459,MAVERICK BANK,US,44029000.0,25750236.18470256,18278763.81529744,Distressed
933966,CITIZENS BUSINESS BANK,US,2262447000.0,2244170382.4873047,18276617.512695312,Safe
771878,FIRST FEDERAL SAVINGS BANK,US,43987000.0,25715893.32475163,18271106.67524837,Distressed
282824,ELDERTON STATE BANK,US,51542000.0,33272746.645273104,18269253.354726896,Distressed
2997216,COMMUNITY BANK OF SANTA MARIA,US,39902000.0,21667081.84651214,18234918.15348786,Distressed
786555,PEOPLES STATE BANK OF PLAINVIEW,US,26287000.0,8056227.431888968,18230772.568111032,Distressed
822275,"WINTER HILL BANK, FSB",US,41035000.0,22810372.652565315,18224627.347434685,Distressed
1008076,HADDON SAVINGS BANK,US,23706000.0,5487859.27439028,18218140.72560972,Distressed
799854,"CITY NATIONAL BANK OF COLORADO CITY, THE",US,54036000.0,35830930.06122556,18205069.938774437,Distressed
683449,MAQUOKETA STATE BANK,US,64445000.0,46241783.38174702,18203216.618252978,Distressed
2594419,EDISON NATIONAL BANK,US,34913000.0,16715050.71375528,18197949.28624472,Distressed
447070,HOYNE SAVINGS BANK,US,82306000.0,64143019.94569901,18162980.054300994,Distressed
609010,FIRST NATIONAL BANK OF ELMER,US,38365000.0,20233282.536599874,18131717.463400126,Distressed
3284397,BEAL BANK USA,US,3152158000.0,3134030528.548422,18127471.45157814,Safe
1006513,BANK OF THE BLUEGRASS AND TRUST CO.,US,34120000.0,16004377.162180647,18115622.837819353,Distressed
2051127,AMERICAN NATIONAL BANK-FOX CITIES,US,50461000.0,32360106.183166757,18100893.816833243,Distressed
573335,RIVERHILLS BANK,US,55119000.0,37019471.78776148,18099528.21223852,Distressed
3429219,HERITAGE BANK & TRUST,US,30442000.0,12343349.676429525,18098650.323570475,Distressed
664653,"NATIVE AMERICAN BANK, NATIONAL ASSOCIATION",US,47828000.0,29755344.935322165,18072655.064677835,Distressed
748964,TEXAS STATE BANK,US,55536000.0,37476415.72215749,18059584.277842507,Distressed
748254,BANKCHEROKEE,US,32064000.0,14010902.343982458,18053097.656017542,Distressed
459372,UNITED SAVINGS BANK,US,81023000.0,62970682.689465165,18052317.310534835,Distressed
23456,"FIRST NATIONAL BANK OF HENNING, THE",US,30887000.0,12837170.040691331,18049829.95930867,Distressed
44040,"FIRST NATIONAL BANK OF MONTEREY, THE",US,46098000.0,28081481.038484275,18016518.961515725,Distressed
652874,NEXBANK,US,1249824000.0,1231842665.1441345,17981334.85586548,Safe
470050,FIRST FINANCIAL BANK,US,1619931000.0,1601994683.992526,17936316.007473946,Safe
613839,EXCHANGE BANK,US,45765000.0,27831148.888058364,17933851.111941636,Distressed
750051,NORTH STAR BANK,US,33743000.0,15813782.18936193,17929217.81063807,Distressed
248745,OOSTBURG STATE BANK,US,44605000.0,26675879.73254727,17929120.26745273,Distressed
331375,BANKGLOUCESTER,US,31121000.0,13208803.475203454,17912196.524796546,Distressed
711548,CHELSEA STATE BANK,US,47208000.0,29302729.041362464,17905270.958637536,Distressed
3350658,FIRST VISION BANK OF TENNESSEE,US,49066000.0,31176969.981721297,17889030.018278703,Distressed
3487947,UNIBANK,US,28333000.0,10452895.183179721,17880104.81682028,Distressed
380878,GREENWAY BANK,US,33045000.0,15177283.16771768,17867716.83228232,Distressed
692946,TOWN & COUNTRY BANK AND TRUST COMPANY,US,49851000.0,31994061.689697504,17856938.310302496,Distressed
920975,FIRST SENTINEL BANK,US,38414000.0,20560719.55914773,17853280.44085227,Distressed
443148,"BIPPUS STATE BANK, THE",US,47599000.0,29762155.58587718,17836844.41412282,Distressed
815754,LOCAL BANK,US,47143000.0,29326249.482056826,17816750.517943174,Distressed
551016,FLEETWOOD BANK,US,27230000.0,9426661.67004086,17803338.32995914,Distressed
520777,COMMUNITY SAVINGS BANK,US,47760000.0,29984022.533528194,17775977.466471806,Distressed
291611,HAMLIN BANK AND TRUST COMPANY,US,94226000.0,76463337.17832687,17762662.821673125,Distressed
935559,SOUTHERN HERITAGE BANK,US,36683000.0,18933651.823125556,17749348.176874444,Distressed
3645840,TOUCHMARK NATIONAL BANK,US,53889000.0,36139846.90949623,17749153.090503767,Distressed
5313312,WATERMARK BANK,US,52477000.0,34736918.42573264,17740081.574267358,Distressed
320119,ISRAEL DISCOUNT BANK OF NEW YORK,US,1405832000.0,1388096147.1848125,17735852.815187454,Safe
367543,KENTLAND BANK,US,45470000.0,27743623.243272677,17726376.756727323,Distressed
917050,FIRST STATE BANK,US,39776000.0,22063669.46196136,17712330.53803864,Distressed
715144,GRUNDY BANK,US,49395000.0,31685059.270002127,17709940.729997873,Distressed
268136,"CITIZENS BANK OF SWAINSBORO, THE",US,46646000.0,28975759.346434757,17670240.653565243,Distressed
386731,STATE BANK & TRUST,US,20166000.0,2499661.073848307,17666338.926151693,Distressed
539872,"TRUSTTEXAS BANK, S.S.B.",US,1963000.0,-15690365.682501718,17653365.68250172,Default
517441,"BANK OF BRODHEAD, THE",US,35581000.0,17930706.92783642,17650293.07216358,Distressed
823656,FIRST STATE BANK SOUTHWEST,US,25777000.0,8139094.912374392,17637905.087625608,Distressed
934673,CULLMAN SAVINGS BANK,US,82748000.0,65167840.47809458,17580159.521905422,Distressed
901358,"HERITAGE BANK, NATIONAL ASSOCIATION",US,38167000.0,20597765.31485246,17569234.68514754,Distressed
23504,DIME COMMUNITY BANK,US,1640725000.0,1623159818.2339764,17565181.766023636,Safe
202514,"CUMBERLAND SECURITY BANK, INC.",US,59379000.0,41816056.850306734,17562943.149693266,Distressed
2736291,POPULAR BANK,US,2056153000.0,2038592484.1773834,17560515.822616577,Safe
38740,OWEN COUNTY STATE BANK,US,25856000.0,8343340.362348586,17512659.637651414,Distressed
1000276,PITTSFIELD CO-OPERATIVE BANK,US,55600000.0,38088071.93623862,17511928.063761383,Distressed
458665,"FIRST NATIONAL BANK OF STANTON, THE",US,64189000.0,46715260.093298525,17473739.906701475,Distressed
827458,DAKOTA WESTERN BANK,US,38517000.0,21049746.715123475,17467253.284876525,Distressed
3629484,BANKFLORIDA,US,43234000.0,25789620.592085302,17444379.407914698,Distressed
742944,FORTE BANK,US,40707000.0,23289786.369201988,17417213.630798012,Distressed
92706,SUGAR RIVER BANK,US,45999000.0,28611927.213471502,17387072.786528498,Distressed
732758,BANKERS' BANK OF THE WEST,US,56039000.0,38671874.79487313,17367125.205126867,Distressed
2718596,FIRST TRUST BANK OF ILLINOIS,US,33507000.0,16144898.268918052,17362101.731081948,Distressed
961343,"SHELBY STATE BANK, THE",US,30254000.0,12913455.312877774,17340544.687122226,Distressed
929352,BELL BANK,US,1420014000.0,1402684699.3442745,17329300.65572548,Safe
1010574,AMERICAN COMMUNITY BANK OF INDIANA,US,34570000.0,17243208.902010486,17326791.097989514,Distressed
990642,"FIRST NATIONAL BANK OF ALLENDALE, THE",US,35941000.0,18614794.16112247,17326205.83887753,Distressed
2907439,LIBERTY BANK N.A.,US,58590000.0,41271500.07276422,17318499.927235782,Distressed
2861317,BRANSON BANK,US,35352000.0,18057349.381579414,17294650.618420586,Distressed
147679,ASCENDIA BANK,US,35382000.0,18097884.04559587,17284115.95440413,Distressed
538754,FIRST NATIONAL BANK IN PHILIP,US,48133000.0,30869124.25655359,17263875.74344641,Distressed
3287660,TOYOTA FINANCIAL SAVINGS BANK,US,1238261000.0,1221002169.5806417,17258830.419358253,Safe
530851,PEOPLES STATE BANK OF HALLETTSVILLE,US,32322000.0,15094702.951055378,17227297.048944622,Distressed
2396604,"BANK OF STAR VALLEY, THE",US,42846000.0,25643478.920131266,17202521.079868734,Distressed
521970,BIG HORN FEDERAL SAVINGS BANK,US,41433000.0,24263204.65881227,17169795.34118773,Distressed
465038,FIRST NATIONAL BANK OF BROOKFIELD,US,50398000.0,33249273.98684527,17148726.01315473,Distressed
32766,LAKESIDE BANK,US,53049000.0,35901298.190291345,17147701.809708655,Distressed
148238,PEOPLES BANK,US,51189000.0,34054125.119163334,17134874.880836666,Distressed
601443,BANK OF MAUSTON,US,53570000.0,36477702.71956344,17092297.28043656,Distressed
85472,"OCEANFIRST BANK, NATIONAL ASSOCIATION",US,1709563000.0,1692497936.245369,17065063.754631042,Safe
734613,"BANK OF LANDISBURG, THE",US,66615000.0,49556013.71735643,17058986.28264357,Distressed
480433,FIRST NATIONAL BANK IN DERIDDER,US,34581000.0,17533133.64048496,17047866.35951504,Distressed
631150,FIRST-LOCKHART NATIONAL BANK,US,36646000.0,19600767.30648908,17045232.69351092,Distressed
390840,UNION BANK,US,31067000.0,14025035.003197908,17041964.99680209,Distressed
381950,"FIRST NATIONAL BANK OF SAINT IGNACE, THE",US,15450000.0,-1587282.9239058495,17037282.92390585,Default
463605,PEOPLES TRUST COMPANY OF ST. ALBANS,US,40852000.0,23886313.77413234,16965686.22586766,Distressed
2947556,FIRST ELECTRONIC BANK,US,174370000.0,157412897.57444212,16957102.42555788,Distressed
2916534,"M.Y. SAFRA BANK, FSB",US,48524000.0,31580212.21924074,16943787.78075926,Distressed
716851,COMMUNITY BANK OF RAYMORE,US,12131000.0,-4807666.763528958,16938666.763528958,Default
52951,SECURITY STATE BANK OF OKLAHOMA,US,44630000.0,27708159.435941875,16921840.564058125,Distressed
170332,FIRST EXCHANGE BANK,US,29938000.0,13030156.883037925,16907843.116962075,Distressed
953843,PONY EXPRESS BANK,US,37649000.0,20745058.610451415,16903941.389548585,Distressed
757452,FARMERS STATE BANK,US,30407000.0,13518909.378068894,16888090.621931106,Distressed
222754,"FIRST WESTROADS BANK, INC.",US,43359000.0,26491295.903804556,16867704.096195444,Distressed
787842,FIRST IOWA STATE BANK,US,31672000.0,14805515.193621278,16866484.806378722,Distressed
90177,FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF PASCAGOULA-MOSS POINT,US,34996000.0,18134538.667666167,16861461.332333833,Distressed
428462,IRELAND BANK,US,34172000.0,17343313.177939847,16828686.822060153,Distressed
541231,FIRST CITIZENS BANK,US,47447000.0,30623336.65198475,16823663.34801525,Distressed
761459,PINE COUNTRY BANK,US,44068000.0,27248969.953288287,16819030.046711713,Distressed
1459799,FIRST PEOPLES BANK,US,40368000.0,23549847.841956362,16818152.158043638,Distressed
3317932,CONNECTONE BANK,US,1680587000.0,1663779160.999382,16807839.00061798,Safe
857745,LIBERTYVILLE SAVINGS BANK,US,42239000.0,25439185.960799932,16799814.039200068,Distressed
510330,F&M BANK,US,51633000.0,34839331.181476235,16793668.818523765,Distressed
3531176,SOUTHERN INDEPENDENT BANK,US,42351000.0,25558257.841736913,16792742.158263087,Distressed
900502,FULTON SAVINGS BANK,US,133378000.0,116589549.7418918,16788450.2581082,Distressed
127224,FIRST UNITED NATIONAL BANK,US,20168000.0,3384475.672751382,16783524.327248618,Distressed
860147,FIRST NATIONAL BANK OF PANA,US,38395000.0,21619669.30031979,16775330.69968021,Distressed
4165907,LAKESIDE BANK,US,35361000.0,18593375.211961508,16767624.788038492,Distressed
989730,TOWER COMMUNITY BANK,US,40269000.0,23505130.624597043,16763869.375402957,Distressed
420644,"PEOPLES COMMUNITY BANK, THE",US,44769000.0,28023517.515033305,16745482.484966695,Distressed
244158,WAYPOINT BANK,US,41419000.0,24675224.52077669,16743775.479223311,Distressed
533124,"HARBOR BANK OF MARYLAND, THE",US,46760000.0,30016322.063962042,16743677.936037958,Distressed
327556,ANCHOR D BANK,US,36321000.0,19590783.023538724,16730216.976461276,Distressed
550952,RSNB BANK,US,21189000.0,4480974.098203108,16708025.901796892,Distressed
325534,BYRON BANK,US,29011000.0,12310631.238252148,16700368.761747852,Distressed
34555,MA BANK,US,36545000.0,19853410.124932617,16691589.875067383,Distressed
2684552,AMERICAN BANK OF OKLAHOMA,US,35281000.0,18593311.852346152,16687688.147653848,Distressed
364430,BANK OF ST. FRANCISVILLE,US,37512000.0,20857135.13421245,16654864.86578755,Distressed
537551,LITTLE HORN STATE BANK,US,38110000.0,21466255.05734098,16643744.94265902,Distressed
564463,CROSSROADS BANK,US,29954000.0,13324496.362400368,16629503.637599632,Distressed
918954,ESB FINANCIAL,US,30832000.0,14208592.81148398,16623407.18851602,Distressed
706254,"COMMUNITY STATE BANK, THE",US,25985000.0,9367494.174196959,16617505.825803041,Distressed
11640,FIRST NATIONAL BANK OF CLARKSDALE,US,41395000.0,24785980.431321383,16609019.568678617,Distressed
311265,"YOAKUM NATIONAL BANK, THE",US,33545000.0,16937394.807508796,16607605.192491204,Distressed
933340,GRANT COUNTY STATE BANK,US,45038000.0,28462827.91663368,16575172.08336632,Distressed
498531,EVABANK,US,133761000.0,117196899.06816958,16564100.931830421,Distressed
5316920,NEW VALLEY BANK & TRUST,US,26351000.0,9787142.926132977,16563857.073867023,Distressed
3821626,"MINT NATIONAL BANK, THE",US,67171000.0,50618604.250410184,16552395.749589816,Distressed
1009756,GUARANTY STATE BANK AND TRUST COMPANY,US,37628000.0,21086187.686019376,16541812.313980624,Distressed
718538,"GRANT COUNTY BANK, THE",US,40557000.0,24018552.925913513,16538447.074086487,Distressed
987231,COMMUNITY STATE BANK,US,39901000.0,23370649.010296613,16530350.989703387,Distressed
963730,UNION NATIONAL BANK,US,42688000.0,26158380.584186643,16529619.415813357,Distressed
